Year,Price,Dividend,Earnings,CPI,Rate10Y,CAPE,RealDiv,RealEarn,RealPrice,Payout,DivYield,EarnYield,PE,DivGrowth,EarnGrowth,Era
1946,17.080833333333334,0.6858333333333334,0.9141664166666666,19.516666666666666,2.2175,14.044166666666667,10.789166666666667,14.360833333333334,270.285,0.7502280994242753,0.04015221739766795,0.05352001268478313,18.68459945795792,0.04974489795918391,-0.062393418803418754,1946-1972  Post-war boom
1947,15.165833333333333,0.7666666666666666,1.4216666666666666,22.325,2.3366666666666664,11.173333333333334,10.505833333333333,19.455,208.11333333333334,0.5392731535756154,0.050552228144403535,0.09374141436342656,10.667643610785463,0.11786148238153071,0.5551508355015959,1946-1972  Post-war boom
1948,15.5325,0.8675,1.9258333333333333,24.041666666666668,2.3808333333333334,10.654166666666667,11.046666666666667,24.497500000000002,197.70833333333334,0.45045434876676765,0.05585063576372123,0.12398733837652234,8.065339679792299,0.13152173913043486,0.35463071512309496,1946-1972  Post-war boom
1949,15.229999999999999,1.02750025,2.37,23.808333333333334,2.3141666666666665,9.901666666666666,13.213333333333333,30.4725,195.84916666666666,0.4335444092827004,0.06746554497701904,0.15561391989494422,6.426160337552742,0.1844383285302591,0.23063608827347482,1946-1972  Post-war boom
1950,18.400000000000002,1.265,2.5741666666666667,24.066666666666666,2.4341666666666666,11.1825,16.07,32.714166666666664,233.91583333333332,0.49142117190029133,0.06874999999999999,0.13990036231884057,7.147944318549693,0.23114325276319891,0.08614627285513365,1946-1972  Post-war boom
1951,22.334999999999997,1.5075,2.658333333333333,25.958333333333332,2.62,12.008333333333333,17.784166666666668,31.37,263.3491666666667,0.5670846394984327,0.06749496306245803,0.119020968584434,8.401880877742945,0.19169960474308323,0.032696665587568674,1946-1972  Post-war boom
1952,24.497500000000002,1.4324999999999999,2.3783333333333334,26.55,2.749166666666667,12.454166666666666,16.516666666666666,27.425,282.43083333333334,0.6023125437981779,0.05847535462802326,0.09708473653774194,10.300280308339174,-0.049751243781094634,-0.1053291536050156,1946-1972  Post-war boom
1953,24.731666666666666,1.4216666666666666,2.4908333333333332,26.766666666666666,2.839166666666667,12.000833333333333,16.26,28.485833333333332,282.9066666666667,0.5707594513215122,0.05748365792843184,0.10071433384998989,9.929073268651724,-0.0075625363583478045,0.047302032235458924,1946-1972  Post-war boom
1954,29.689166666666665,1.4749999999999999,2.620833333333333,26.849999999999998,2.401666666666667,13.665,16.81833333333333,29.882500000000004,338.5575,0.5627980922098569,0.049681421393886656,0.0882757459230359,11.328139904610493,0.0375146541617819,0.052191368350618994,1946-1972  Post-war boom
1955,40.49333333333333,1.5891666666666666,3.2391666666666663,26.775000000000002,2.8166666666666664,17.524166666666666,18.1675,37.02833333333333,462.87583333333333,0.4906097247234371,0.039245143233454065,0.07999259137306552,12.501157705171083,0.0774011299435029,0.23593004769475345,1946-1972  Post-war boom
1956,46.623333333333335,1.7691666666666668,3.5574999999999997,27.183333333333334,3.1824999999999997,18.25916666666667,19.921666666666667,40.08,525.0675,0.4973061606933709,0.03794594981053836,0.07630299563880745,13.105645350199111,0.11326691137912959,0.09827630563416512,1946-1972  Post-war boom
1957,44.379999999999995,1.7483333333333333,3.4183333333333334,28.09166666666667,3.6475000000000004,15.614166666666668,19.0525,37.255833333333335,483.7516666666667,0.5114578254509995,0.03939462220219318,0.07702418506834911,12.982935153583616,-0.011775788977861579,-0.03911923167018028,1946-1972  Post-war boom
1958,46.23833333333334,1.7483333333333333,3.0,28.858333333333334,3.3158333333333334,15.1425,18.549166666666665,31.83,490.38000000000005,0.5827777777777777,0.037811339797426374,0.06488123130158958,15.412777777777778,0.0,-0.12237932715748423,1946-1972  Post-war boom
1959,57.37916666666666,1.7933333333333332,3.2908333333333335,29.150000000000002,4.333333333333333,18.365833333333335,18.833333333333332,34.553333333333335,602.5583333333333,0.5449480881235755,0.03125408467068477,0.05735240723259023,17.43605976196505,0.025738798856053346,0.0969444444444445,1946-1972  Post-war boom
1960,55.85,1.9375,3.3074999999999997,29.575,4.116666666666666,17.418333333333333,20.055000000000003,34.23916666666667,578.1341666666666,0.5857898715041573,0.0346911369740376,0.059221128021486116,16.88586545729403,0.08039033457249078,0.005064573309698561,1946-1972  Post-war boom
1961,66.2725,1.9591666666666665,3.0966666666666662,29.891666666666666,3.8825,20.455833333333334,20.063333333333333,31.715,678.6466666666666,0.6326695371367062,0.02956228702201768,0.046726269065851846,21.401237890204523,0.011182795698924552,-0.0637440161249685,1946-1972  Post-war boom
1962,62.3825,2.0683333333333334,3.47,30.25,3.9458333333333333,18.823333333333334,20.930833333333332,35.11166666666667,631.495,0.5960614793467819,0.03315566598538586,0.055624574199495055,17.977665706051873,0.05572096980008512,0.12055974165769667,1946-1972  Post-war boom
1963,69.865,2.1975000000000002,3.8533333333333335,30.625,4.0025,20.259166666666665,21.965,38.515,698.2516666666667,0.5702854671280277,0.03145351749803192,0.05515398745199075,18.131055363321796,0.062449637389202284,0.11047070124879932,1946-1972  Post-war boom
1964,81.36833333333333,2.3941666666666666,4.338333333333334,31.016666666666666,4.1866666666666665,22.5525,23.626666666666665,42.8125,803.0083333333333,0.5518632347291585,0.02942381352286926,0.053317220048749524,18.755666538609294,0.08949563898369339,0.12586505190311437,1946-1972  Post-war boom
1965,88.17,2.6166666666666667,4.869166666666667,31.508333333333336,4.2825,23.262500000000003,25.42,47.29833333333334,856.5916666666667,0.5373951737121342,0.02967751691807493,0.055224755207742615,18.107821324661987,0.09293421510616096,0.1223588167499039,1946-1972  Post-war boom
1966,85.25666666666666,2.83,5.435,32.458333333333336,4.923333333333333,21.301666666666666,26.689999999999998,51.25666666666667,804.7066666666666,0.5206991720331188,0.033193885131172544,0.06374868045509638,15.68659920269856,0.08152866242038215,0.11620742769125436,1946-1972  Post-war boom
1967,91.92833333333334,2.9058333333333333,5.370833333333334,33.358333333333334,5.073333333333333,21.605,26.6675,49.29833333333334,843.4441666666667,0.5410395655546936,0.03160976847906884,0.05842413474264372,17.11621411947246,0.02679623085983507,-0.011806194418889748,1946-1972  Post-war boom
1968,98.69416666666666,2.9975,5.571666666666666,34.78333333333333,5.645833333333333,21.485,26.38,49.03,868.2075,0.537989829494466,0.030371602509435717,0.05645385998834784,17.713580616212983,0.03154574132492116,0.0373933281613652,1946-1972  Post-war boom
1969,97.83999999999999,3.1275,5.8308333333333335,36.68333333333333,6.670833333333333,19.4275,26.104166666666668,48.671666666666674,817.1999999999999,0.5363727311705017,0.031965453802125926,0.0595955982556555,16.779762755466628,0.043369474562135135,0.04651510619204324,1946-1972  Post-war boom
1970,83.22,3.171666666666667,5.464166666666666,38.824999999999996,7.348333333333334,15.1825,25.013333333333335,43.11666666666667,656.465,0.5804483757816075,0.03811183209164464,0.06565929664343507,15.230135732804637,0.014122035704769553,-0.06288409318279276,1946-1972  Post-war boom
1971,98.28333333333335,3.098333333333333,5.37,40.49166666666667,6.159166666666667,16.86583333333333,23.4275,40.59166666666667,743.1433333333333,0.5769708255741774,0.031524503985077154,0.054637951500763095,18.30229671011794,-0.023121387283237094,-0.017233490925728123,1946-1972  Post-war boom
1972,109.20833333333333,3.0858333333333334,6.0249999999999995,41.81666666666667,6.21,17.768333333333334,22.5925,44.09583333333333,799.3216666666667,0.5121715076071923,0.028256390690576116,0.055169782525753525,18.125864453665283,-0.004034427111350047,0.12197392923649897,1946-1972  Post-war boom
1973,107.42333333333333,3.2408333333333332,7.325,44.4,6.8425,16.1475,22.3475,50.4475,742.0450000000001,0.44243458475540387,0.03016880255686226,0.06818816520309058,14.665301478953355,0.050229543613286465,0.2157676348547719,1973-1981  Stagflation
1974,82.5525,3.5141666666666667,8.714166666666666,49.30833333333334,7.5575,10.925833333333335,21.829166666666666,54.10666666666666,515.3425,0.40327053648273886,0.04256887031485015,0.10555908866075123,9.473367122501674,0.08434044741578806,0.18964732650739458,1973-1981  Stagflation
1975,86.15583333333332,3.6858333333333335,8.11,53.81666666666666,7.987500000000001,10.235833333333334,20.973333333333333,46.182500000000005,489.8825,0.45448006576243327,0.04278100728331416,0.09413175737762002,10.623407316070693,0.04884989328906819,-0.0693315482451945,1973-1981  Stagflation
