Date,SP500,Dividend,Earnings,CPI,Rate10Y,RealPrice,RealDiv,RealEarn,CAPE,Year,Payout,DivYield,EarnYield,PE,TRIndex,RealTRIndex
1951-02-01,22.0,1.50333,2.83333,25.7,2.58,262.05,17.91,33.75,12.14,1951,0.530587683044333,0.06833318181818182,0.12878772727272728,7.764715017311785,352.28048770477153,170.79435318293594
1951-03-01,21.63,1.52,2.83,25.8,2.59,256.65,18.04,33.58,11.84,1951,0.5371024734982333,0.07027276930189552,0.13083680073971338,7.643109540636042,348.3618076296656,168.2398497312261
1951-04-01,21.92,1.53333,2.79333,25.8,2.6,260.09,18.19,33.14,11.95,1951,0.5489254760447209,0.06995118613138686,0.12743293795620436,7.847264734206127,355.07242959818285,171.48071599974259
1951-05-01,21.93,1.54667,2.75667,25.9,2.61,259.2,18.28,32.58,11.86,1951,0.5610646178178744,0.07052758777929777,0.12570314637482902,7.955250356408275,357.30422666337273,171.89230363805504
1951-06-01,21.55,1.56,2.72,25.9,2.62,254.71,18.44,32.15,11.62,1951,0.5735294117647058,0.07238979118329467,0.12621809744779583,7.922794117647059,353.21289232178765,169.92404008994112
1951-07-01,21.93,1.54667,2.65,25.9,2.62,259.2,18.28,31.32,11.78,1951,0.5836490566037736,0.07052758777929777,0.1208390332877337,8.275471698113208,361.5719909335793,173.9454442869652
1951-08-01,22.89,1.53333,2.58,25.9,2.63,270.55,18.12,30.49,12.26,1951,0.5943139534883721,0.06698689384010485,0.1127129750982962,8.872093023255815,379.52510647838875,182.58234852203572
1951-09-01,23.48,1.52,2.51,26.1,2.64,275.4,17.83,29.44,12.44,1951,0.6055776892430279,0.06473594548551959,0.10689948892674615,9.354581673306773,391.4261367149677,186.8647380639271
1951-10-01,23.36,1.48333,2.48667,26.2,2.65,272.94,17.33,29.05,12.31,1951,0.5965126052109849,0.06349871575342467,0.10644991438356165,9.394089284062622,391.5372741757045,186.20436779501065
1951-11-01,22.71,1.44667,2.46333,26.4,2.66,263.34,16.78,28.56,11.85,1951,0.5872822561329581,0.06370189343901364,0.10846895640686922,9.219227630889893,382.71445827363743,180.6296268973304
1951-12-01,23.41,1.41,2.44,26.5,2.67,270.43,16.29,28.19,12.15,1951,0.5778688524590164,0.060230670653566847,0.10422896198205894,9.594262295081968,396.54266528541365,186.449872054953
1952-01-01,24.19,1.41333,2.42667,26.5,2.68,279.44,16.33,28.03,12.53,1952,0.5824154087700428,0.058426209177346006,0.10031707317073171,9.968392900559202,411.74544367471987,193.5980463466796
1952-02-01,23.75,1.41667,2.41333,26.3,2.69,276.45,16.49,28.09,12.36,1952,0.5870187666005063,0.05964926315789474,0.10161389473684211,9.841173813775985,406.2607952156675,192.47184442536948
1952-03-01,23.81,1.42,2.4,26.3,2.71,277.14,16.53,27.94,12.36,1952,0.5916666666666667,0.059638807223855526,0.1007979840403192,9.920833333333333,409.3065680343112,193.9148227265216
1952-04-01,23.74,1.43,2.38,26.4,2.72,275.28,16.58,27.6,12.24,1952,0.6008403361344538,0.06023588879528222,0.10025273799494525,9.974789915966387,410.13744374990654,193.57244504256954
1952-05-01,23.73,1.44,2.36,26.4,2.73,275.17,16.7,27.37,12.2,1952,0.6101694915254238,0.0606826801517067,0.09945217024863041,10.055084745762713,412.0234310123061,194.462573879293
1952-06-01,24.38,1.45,2.34,26.5,2.74,281.64,16.75,27.03,12.45,1952,0.6196581196581197,0.05947497949138638,0.09598031173092698,10.418803418803419,425.3929228740623,200.01493656644593
1952-07-01,25.08,1.45,2.34667,26.7,2.75,287.55,16.62,26.91,12.67,1952,0.6178968495783387,0.05781499202551835,0.09356738437001595,10.687484818913608,439.7151825483497,205.20041852256318
1952-08-01,25.18,1.45,2.35333,26.7,2.77,288.7,16.62,26.98,12.68,1952,0.6161481815130049,0.057585385226370134,0.0934602859412232,10.699731869308597,443.58694369186753,207.0072403895382
1952-09-01,24.78,1.45,2.36,26.7,2.78,284.11,16.62,27.06,12.43,1952,0.614406779661017,0.05851493139628732,0.09523809523809523,10.500000000000002,438.6689655962634,204.7121839449229
1952-10-01,24.26,1.43667,2.37333,26.7,2.79,278.15,16.47,27.21,12.13,1952,0.6053393333417603,0.05921970321516899,0.09782893652102226,10.221924468995041,431.60270131994474,201.41459394930754
1952-11-01,25.03,1.42333,2.38667,26.7,2.81,286.98,16.32,27.36,12.47,1952,0.5963664855216683,0.05686496204554534,0.09535237714742309,10.487415520369385,447.43149911158264,208.80136625207192
1952-12-01,26.04,1.41,2.4,26.7,2.82,298.56,16.17,27.52,12.93,1952,0.5875,0.05414746543778802,0.09216589861751152,10.85,467.606330796437,218.21628770500394
1953-01-01,26.18,1.41,2.41,26.6,2.83,301.29,16.23,27.74,13.01,1953,0.5850622406639003,0.05385790679908327,0.09205500381970971,10.863070539419086,472.2303181305416,221.20262270325372
1953-02-01,25.86,1.41,2.42,26.5,2.8,298.73,16.29,27.96,12.86,1953,0.5826446280991735,0.054524361948955914,0.09358081979891725,10.685950413223141,468.5776581068046,220.31991018908627
1953-03-01,25.99,1.41,2.43,26.6,2.77,299.11,16.23,27.97,12.83,1953,0.5802469135802468,0.05425163524432474,0.09349749903809158,10.695473251028805,473.06230506664355,221.5923428996383
1953-04-01,24.71,1.41333,2.45667,26.6,2.83,284.38,16.27,28.27,12.16,1953,0.5753031542698043,0.05719668150546337,0.09942007284500201,10.058330992766631,451.9028233567562,211.68079620395423
1953-05-01,24.84,1.41667,2.48333,26.7,3.05,284.8,16.24,28.47,12.14,1953,0.5704719066737003,0.057031803542673114,0.09997302737520129,10.002697990198644,456.4342418842462,213.00264621264824
1953-06-01,23.95,1.42,2.51,26.8,3.11,273.57,16.22,28.67,11.62,1953,0.5657370517928287,0.0592901878914405,0.10480167014613778,9.54183266932271,442.24979138144965,205.61314927659936
1953-07-01,24.29,1.42,2.52333,26.8,2.93,277.46,16.22,28.82,11.75,1953,0.5627484316359731,0.058460271716755864,0.10388349114862083,9.626168594674496,450.7131659555553,209.54798685844102
1953-08-01,24.39,1.42,2.53667,26.9,2.95,277.56,16.16,28.87,11.72,1953,0.5597890147319123,0.058220582205822054,0.10400451004510045,9.614967654444607,454.76445076001374,210.6455411327053
1953-09-01,23.27,1.42,2.55,26.9,2.87,264.82,16.16,29.02,11.14,1953,0.5568627450980392,0.061022776106574986,0.1095831542758917,9.125490196078433,436.08784594200307,201.9945933248089
1953-10-01,23.97,1.43,2.53667,27.0,2.66,271.77,16.21,28.76,11.39,1953,0.5637311908919962,0.05965790571547768,0.10582686691697957,9.449396255721084,451.423695559359,208.3236758025783
1953-11-01,24.5,1.44,2.52333,26.9,2.68,278.82,16.39,28.72,11.64,1953,0.5706744658843671,0.05877551020408163,0.1029930612244898,9.709391954282633,463.6493616294723,214.76100542391174
1953-12-01,24.83,1.45,2.51,26.9,2.59,282.57,16.5,28.56,11.75,1953,0.5776892430278885,0.05839710028191704,0.10108739428111156,9.892430278884463,472.16537031246264,218.705595319453
1954-01-01,25.46,1.45667,2.52333,26.9,2.48,289.74,16.58,28.72,12.0,1954,0.5772808154304034,0.05721406127258444,0.09910958366064415,10.089841598205545,486.44315923216766,225.31902468523458
1954-02-01,26.02,1.46333,2.53667,26.9,2.47,296.11,16.65,28.87,12.22,1954,0.5768704640335558,0.05623866256725596,0.09748923904688701,10.25754236853828,499.4618983877022,231.34926594463832
1954-03-01,26.57,1.47,2.55,26.9,2.37,302.37,16.73,29.02,12.42,1954,0.5764705882352942,0.05532555513737297,0.0959729017689123,10.419607843137255,512.3600732183661,237.32366216731756
1954-04-01,27.63,1.46333,2.57333,26.8,2.29,315.61,16.72,29.39,12.91,1954,0.568652291000377,0.052961635903003984,0.09313536011581613,10.73706054023386,535.1626997362704,248.81071786246002
1954-05-01,28.73,1.45667,2.59667,26.9,2.37,326.95,16.58,29.55,13.31,1954,0.5609761733296876,0.05070205360250609,0.09038183083884441,11.064170649331643,558.8304137847799,258.8485857159241
1954-06-01,28.96,1.45,2.62,26.9,2.38,329.57,16.5,29.82,13.36,1954,0.5534351145038168,0.05006906077348066,0.09046961325966851,11.053435114503817,565.6653234056578,262.01449552544597
1954-07-01,30.13,1.45667,2.62333,26.9,2.3,342.89,16.58,29.85,13.83,1954,0.5552751655338825,0.04834616661135081,0.08706704281447064,11.48540214155291,590.8787092814451,273.6932608790635
1954-08-01,30.73,1.46333,2.62667,26.9,2.36,349.71,16.65,29.89,14.04,1954,0.5571046229636765,0.04761893914741295,0.0854757565896518,11.69922373194958,605.0258549731019,280.24617669014316
1954-09-01,31.45,1.47,2.63,26.8,2.38,359.24,16.79,30.04,14.36,1954,0.55893536121673,0.046740858505564385,0.08362480127186009,11.958174904942966,621.6024247510751,288.99873926859686
1954-10-01,32.18,1.49333,2.67667,26.8,2.43,367.58,17.06,30.57,14.62,1954,0.5579059054720978,0.04640553138595401,0.0831780609073959,12.02240096836741,638.4519022423405,296.83248887834185
1954-11-01,33.44,1.51667,2.72333,26.8,2.48,381.97,17.32,31.11,15.12,1954,0.5569174503273566,0.04535496411483254,0.08143929425837321,12.279084796921417,665.9193047207943,309.6027812246678
1954-12-01,34.97,1.54,2.77,26.7,2.51,400.95,17.66,31.76,15.79,1954,0.555956678700361,0.04403774663997712,0.0792107520732056,12.624548736462094,698.9043980884296,326.1553857746005
1955-01-01,35.6,1.54667,2.83333,26.7,2.61,408.17,17.73,32.49,15.99,1955,0.5458841716284372,0.04344578651685393,0.0795879213483146,12.564720664377251,714.0603175017475,333.2281481674822
1955-02-01,36.79,1.55333,2.89667,26.7,2.65,421.81,17.81,33.21,16.44,1955,0.5362467937321131,0.04222152758901876,0.07873525414514813,12.700790908180773,740.5144303416242,345.5734008260913
1955-03-01,36.5,1.56,2.96,26.7,2.68,418.49,17.89,33.94,16.22,1955,0.5270270270270271,0.042739726027397264,0.08109589041095891,12.33108108108108,737.2827393533432,344.0652783648935
1955-04-01,37.76,1.56333,3.04667,26.7,2.75,432.94,17.92,34.93,16.69,1955,0.5131274473441495,0.041401747881355935,0.08068511652542373,12.393859525317804,765.3600820300869,357.16803828070726
1955-05-01,37.6,1.56667,3.13333,26.7,2.76,431.1,17.96,35.93,16.52,1955,0.5000015957463785,0.041666755319148936,0.08333324468085106,12.000012765971029,764.7576345979329,356.88689614570205
1955-06-01,39.78,1.57,3.22,26.7,2.78,456.1,18.0,36.92,17.37,1955,0.48757763975155277,0.03946706887883358,0.08094519859225742,12.354037267080745,811.7527200688492,378.81793603212964
1955-07-01,42.69,1.58667,3.29333,26.8,2.9,487.63,18.12,37.62,18.45,1955,0.4817828762984578,0.03716725228390724,0.07714523307566175,12.96256372729122,873.804121014283,406.25370700887936
1955-08-01,42.43,1.60333,3.36667,26.8,2.97,484.66,18.31,38.46,18.22,1955,0.4762361621424137,0.037787650247466414,0.0793464529813811,12.602957818853644,871.1886957139106,405.03772942519873
1955-09-01,44.34,1.62,3.44,26.9,2.97,504.6,18.44,39.15,18.84,1955,0.4709302325581396,0.036535859269282815,0.07758231844835363,12.889534883720932,913.1488808762601,422.9678459374797
1955-10-01,42.11,1.62667,3.5,26.9,2.88,479.22,18.51,39.83,17.77,1955,0.46476285714285714,0.038629066729992875,0.08311564948943244,12.031428571428572,870.0039348808662,402.98323526452026
1955-11-01,44.95,1.63333,3.56,26.9,2.89,511.54,18.59,40.51,18.84,1955,0.4588005617977528,0.03633659621802002,0.07919911012235817,12.626404494382022,931.4797193372357,431.45863579709885
1955-12-01,45.37,1.64,3.62,26.8,2.96,518.25,18.73,41.35,18.94,1955,0.4530386740331491,0.03614723385497024,0.07978840643597092,12.533149171270717,943.0037674563396,438.42637845171606
1956-01-01,44.15,1.67,3.64333,26.8,2.9,504.31,19.08,41.62,18.29,1956,0.4583718740822269,0.03782559456398641,0.08252163080407701,12.118034874688814,920.4869630758158,427.9577447733084
1956-02-01,44.43,1.7,3.66667,26.8,2.84,507.51,19.42,41.88,18.27,1956,0.4636359421491435,0.03826243529146973,0.08252689624127842,12.117261711580262,929.2262032122281,432.0208392546404
1956-03-01,47.49,1.73,3.69,26.8,2.96,542.46,19.76,42.15,19.37,1956,0.46883468834688347,0.036428721836176035,0.07770056854074542,12.869918699186993,996.1870981169732,463.1526583036375
1956-04-01,48.05,1.75333,3.66,26.9,3.18,546.82,19.95,41.65,19.37,1956,0.479051912568306,0.036489698231009365,0.07617065556711759,13.128415300546447,1010.9582446374482,468.27285234879577
1956-05-01,46.54,1.77667,3.63,27.0,3.07,527.67,20.14,41.16,18.54,1956,0.48944077134986225,0.03817511817791147,0.07799742157284056,12.820936639118457,982.262407013861,453.29591079232256
1956-06-01,46.27,1.8,3.6,27.2,3.0,520.75,20.26,40.52,18.16,1956,0.5,0.03890209639074994,0.07780419278149989,12.852777777777778,979.6886818167984,448.78385939107756
1956-07-01,48.78,1.81333,3.55333,27.4,3.11,545.0,20.26,39.7,18.86,1956,0.5103184899798218,0.037173636736367366,0.07284399343993439,13.727967849876032,1036.009665037734,471.1197235901521
1956-08-01,48.49,1.82667,3.50667,27.3,3.33,543.74,20.48,39.32,18.67,1956,0.5209130029344078,0.037671066199216334,0.0723173850278408,13.82793362363724,1033.0598798996507,471.4991246721483
1956-09-01,46.84,1.84,3.46,27.4,3.38,523.32,20.56,38.66,17.84,1956,0.5317919075144509,0.039282664389410756,0.07386848847139196,13.537572254335261,1001.1503347508283,455.26763397793144
1956-10-01,46.24,1.80667,3.44333,27.5,3.34,514.74,20.11,38.33,17.42,1956,0.5246868583609471,0.0390715830449827,0.07446647923875432,13.428861015354324,991.6033560391423,449.2864660453714
1956-11-01,45.76,1.77333,3.42667,27.5,3.49,509.4,19.74,38.15,17.12,1956,0.5175082514511172,0.03875284090909091,0.07488352272727274,13.354072612769832,984.5385216685934,446.0854538178427
1956-12-01,46.44,1.74,3.41,27.6,3.59,515.09,19.3,37.82,17.2,1956,0.5102639296187683,0.037467700258397935,0.07342807924203273,13.618768328445746,1002.3483738565419,452.5094470381345
1957-01-01,45.43,1.73667,3.40667,27.6,3.46,503.89,19.26,37.79,16.72,1957,0.5097852154743489,0.03822738278670482,0.07498723310587718,13.335603389820557,983.67844828837,444.0809226693149
1957-02-01,43.47,1.73333,3.40333,27.7,3.34,480.41,19.16,37.61,15.84,1957,0.5093041227268588,0.039874166091557396,0.0782914653784219,12.772784302433205,944.3729375154711,424.7973574528076
1957-03-01,44.03,1.73,3.4,27.8,3.41,484.85,19.05,37.44,15.9,1957,0.5088235294117647,0.0392913922325687,0.07722007722007722,12.950000000000001,959.6767794062151,430.12851335976404
1957-04-01,45.05,1.73,3.40667,27.9,3.48,494.3,18.98,37.38,16.12,1957,0.5078272917541177,0.03840177580466149,0.07561975582685905,13.224057510706935,985.0509269728456,439.9188010781956
1957-05-01,46.78,1.73,3.41333,28.0,3.6,511.45,18.91,37.32,16.6,1957,0.5068364324574536,0.03698161607524583,0.07296558358272766,13.705091508878427,1026.0309405644462,456.5837685511786
1957-06-01,47.55,1.73,3.42,28.1,3.8,518.02,18.85,37.26,16.73,1957,0.5058479532163743,0.036382754994742375,0.0719242902208202,13.903508771929824,1046.081459692977,463.8496436930425
1957-07-01,48.51,1.74,3.43667,28.3,3.93,524.74,18.82,37.18,16.87,1957,0.5063040676003224,0.035868893011750155,0.07084456813028242,14.115408229477953,1070.3726958320094,471.2665650200296
1957-08-01,45.84,1.75,3.45333,28.3,3.93,495.86,18.93,37.36,15.87,1957,0.5067572459046775,0.038176265270506105,0.07533442408376963,13.274144087011669,1014.6585944719637,446.73661085232044
1957-09-01,43.98,1.76,3.47,28.3,3.92,475.74,19.04,37.54,15.16,1957,0.5072046109510087,0.040018190086402915,0.07889949977262393,12.674351585014408,976.7158819787112,430.0310915001676
1957-10-01,41.24,1.77,3.43667,28.3,3.97,446.1,19.15,37.18,14.15,1957,0.51503344807619,0.042919495635305525,0.08333341416100873,11.999988360826032,919.1226611071456,404.67379354752774
1957-11-01,40.35,1.78,3.40333,28.4,3.72,434.94,19.19,36.68,13.74,1957,0.5230171626025099,0.04411400247831475,0.084345229244114,11.85603511854566,902.5744415176197,395.9886458207585
1957-12-01,40.33,1.79,3.37,28.4,3.21,434.72,19.29,36.33,13.67,1957,0.5311572700296736,0.044383833374659065,0.08356062484502852,11.967359050445102,905.445083070567,397.2480892626502
1958-01-01,41.12,1.78333,3.29333,28.6,3.09,440.14,19.09,35.25,13.79,1958,0.5414975116371575,0.04336892023346304,0.08009071011673152,12.485842597006677,926.5302266489728,403.6561756659511
1958-02-01,41.26,1.77667,3.21667,28.6,3.05,441.64,19.02,34.43,13.78,1958,0.5523320701222071,0.043060349006301506,0.0779609791565681,12.826929713026203,933.0333069218735,406.48933581281625
1958-03-01,42.11,1.77,3.14,28.8,2.98,447.61,18.81,33.38,13.93,1958,0.5636942675159236,0.04203277131322726,0.07456661125623368,13.410828025477706,955.6028496913274,413.43095510951184
1958-04-01,42.34,1.75667,3.07,28.9,2.88,448.49,18.61,32.52,13.91,1958,0.5722052117263844,0.04148960793575814,0.07250826641473783,13.791530944625409,964.1694627466226,415.69382373089684
1958-05-01,43.7,1.74333,3.0,28.9,2.92,462.9,18.47,31.78,14.32,1958,0.58111,0.03989313501144165,0.06864988558352403,14.566666666666668,998.4730629712881,430.4835420284516
1958-06-01,44.75,1.73,2.93,28.9,2.97,474.02,18.33,31.04,14.64,1958,0.590443686006826,0.03865921787709497,0.06547486033519553,15.273037542662115,1025.7831862327448,442.2580796006921
1958-07-01,45.98,1.73,2.91333,29.0,3.2,485.37,18.26,30.75,14.96,1958,0.5938221897279058,0.037625054371465856,0.06336080904741193,15.782626753577519,1057.282561914268,454.26692142937173
1958-08-01,47.7,1.73,2.89667,28.9,3.54,505.27,18.33,30.68,15.54,1958,0.5972375175632709,0.03626834381551362,0.06072683438155135,16.467184732813887,1100.1479579379418,474.3198462251473
1958-09-01,48.96,1.73,2.88,28.9,3.76,518.62,18.33,30.51,15.93,1958,0.6006944444444444,0.03533496732026144,0.058823529411764705,17.0,1132.5335153999515,488.28261598212447
1958-10-01,50.95,1.73667,2.88333,28.9,3.8,539.7,18.4,30.54,16.56,1958,0.6023139911144406,0.03408577036310108,0.05659136408243375,17.670540659584578,1181.9006575047188,509.5668578722767
1958-11-01,52.5,1.74333,2.88667,29.0,3.74,554.2,18.4,30.47,16.99,1958,0.6039242448911721,0.033206285714285716,0.05498419047619048,18.18704597338802,1221.2135846300973,524.7007332583108
1958-12-01,53.49,1.75,2.89,28.9,3.86,566.6,18.54,30.61,17.36,1958,0.6055363321799307,0.03271639558796036,0.0540287904281174,18.508650519031143,1247.6215142553335,537.9018708519535
1959-01-01,55.62,1.75667,2.96333,29.0,4.02,587.13,18.54,31.28,17.98,1959,0.5928026915665822,0.031583423229054296,0.053278137360661636,18.76942493748587,1300.7039339510914,558.8541730010552
1959-02-01,54.77,1.76333,3.03667,28.9,3.96,580.16,18.68,32.17,17.76,1959,0.5806788356983142,0.03219517984297973,0.05544403870732152,18.036204131499307,1284.2496121444162,553.6937774158972
1959-03-01,56.16,1.77,3.11,28.9,3.99,594.88,18.75,32.94,18.2,1959,0.5691318327974276,0.031517094017094016,0.05537749287749288,18.057877813504824,1320.2879533883324,569.2314151978762
1959-04-01,57.1,1.77667,3.20667,29.0,4.12,602.75,18.75,33.85,18.43,1959,0.5540545176148466,0.03111506129597198,0.05615884413309982,17.806634296637945,1345.8544268447038,578.253315809828
1959-05-01,57.96,1.78333,3.30333,29.0,4.31,611.83,18.83,34.87,18.69,1959,0.5398582642363918,0.030768288474810213,0.05699327122153209,17.545930924249166,1369.6144339515038,588.4619257598531
1959-06-01,57.46,1.79,3.4,29.1,4.34,604.47,18.83,35.77,18.45,1959,0.5264705882352941,0.031152105812739295,0.05917159763313609,16.900000000000002,1361.310988910081,582.884361574557
1959-07-01,59.74,1.79667,3.41,29.2,4.4,626.3,18.84,35.75,19.09,1959,0.5268826979472141,0.030074824238366254,0.057080682959491126,17.519061583577713,1418.8614810302938,605.4456867684062
1959-08-01,59.4,1.80333,3.42,29.2,4.43,622.74,18.91,35.85,18.96,1959,0.5272894736842105,0.030359090909090912,0.05757575757575758,17.36842105263158,1414.3422742097923,603.5172855018498
1959-09-01,57.05,1.81,3.43,29.3,4.68,596.06,18.91,35.84,18.12,1959,0.5276967930029154,0.03172655565293602,0.060122699386503074,16.632653061224488,1361.9658344239263,579.1841056970007
1959-10-01,57.0,1.81667,3.41667,29.4,4.53,593.51,18.92,35.58,18.02,1959,0.5317077739436352,0.03187140350877193,0.05994157894736842,16.682910553257997,1364.373048358564,578.2342919233914
1959-11-01,57.23,1.82333,3.40333,29.4,4.53,595.91,18.99,35.44,18.07,1959,0.5357488107236148,0.03185968897431417,0.05946758692993186,16.815883267270586,1373.5021202872647,582.1032795503171
1959-12-01,59.06,1.83,3.39,29.4,4.69,614.96,19.05,35.3,18.62,1959,0.5398230088495575,0.030985438537080936,0.05739925499492042,17.421828908554573,1421.0681610911724,602.2622206529256
1960-01-01,58.03,1.86667,3.39,29.3,4.72,606.3,19.5,35.42,18.34,1960,0.5506401179941003,0.03216732724452869,0.05841805962433224,17.117994100294986,1399.9542547017802,595.3389083134533
1960-02-01,55.78,1.90333,3.39,29.4,4.49,580.81,19.82,35.3,17.55,1960,0.5614542772861356,0.034122086769451415,0.0607744711366081,16.454277286135692,1349.4264928137857,571.8997993353664
1960-03-01,55.02,1.94,3.39,29.4,4.25,572.9,20.2,35.3,17.29,1960,0.5722713864306784,0.03525990548891312,0.061613958560523444,16.23008849557522,1334.8777213187839,565.7338914160562
1960-04-01,55.73,1.94333,3.34667,29.5,4.28,578.32,20.17,34.73,17.43,1960,0.5806757164584497,0.03487044679705724,0.0600514982953526,16.652373852217277,1356.0258204418215,572.748532973054
1960-05-01,55.22,1.94667,3.30333,29.5,4.35,573.03,20.2,34.28,17.26,1960,0.58930533734141,0.03525298804780876,0.05982126041289388,16.71646490057003,1347.5569042933307,569.1714924574543
1960-06-01,57.26,1.95,3.26,29.6,4.15,592.19,20.17,33.72,17.82,1960,0.598159509202454,0.034055186866922806,0.056933286762137617,17.564417177914113,1401.2986669638328,589.8709929178837
1960-07-01,55.84,1.95,3.26333,29.6,3.9,577.51,20.17,33.75,17.38,1960,0.5975491292636663,0.034921203438395415,0.058440723495702,17.111355578504167,1370.524425369229,576.9167006790741
1960-08-01,56.51,1.95,3.26667,29.6,3.8,584.43,20.17,33.78,17.58,1960,0.5969381663896262,0.034507166873119804,0.057806936825340646,17.298961939834754,1390.957118494585,585.5177600149503
1960-09-01,54.81,1.95,3.27,29.6,3.8,566.85,20.17,33.82,17.05,1960,0.5963302752293578,0.035577449370552815,0.05966064586754242,16.761467889908257,1353.1125499282177,569.5872423008647
1960-10-01,53.73,1.95,3.27,29.8,3.89,551.95,20.03,33.59,16.61,1960,0.5963302752293578,0.036292573981016193,0.06085985482970408,16.431192660550458,1330.4619247766186,556.2938115005594
1960-11-01,55.47,1.95,3.27,29.8,3.93,569.83,20.03,33.59,17.15,1960,0.5963302752293578,0.035154137371552194,0.05895078420767983,16.96330275229358,1377.5716179068534,575.9913543328656
1960-12-01,56.8,1.95,3.27,29.8,3.84,583.49,20.03,33.59,17.56,1960,0.5963302752293578,0.03433098591549296,0.057570422535211274,17.370030581039753,1414.6371603572945,591.4892287936876
1961-01-01,59.72,1.94667,3.21,29.8,3.84,613.49,20.0,32.98,18.47,1961,0.6064392523364486,0.03259661754855995,0.05375083724045546,18.60436137071651,1491.4086224488678,623.5889743527817
1961-02-01,62.17,1.94333,3.15,29.8,3.78,638.66,19.96,32.36,19.23,1961,0.6169301587301588,0.03125832395045842,0.05066752452951584,19.736507936507937,1556.6445762374635,650.8654838898925
1961-03-01,64.12,1.94,3.09,29.8,3.74,658.69,19.93,31.74,19.84,1961,0.627831715210356,0.030255770430442915,0.048190892077354955,20.750809061488674,1609.5245252861691,672.9756907740158
1961-04-01,65.83,1.94,3.07,29.8,3.78,676.25,19.93,31.54,20.38,1961,0.6319218241042346,0.0294698465745101,0.046635272672034024,21.44299674267101,1656.5066432393912,692.6198917705643
1961-05-01,66.5,1.94,3.05,29.8,3.71,683.14,19.93,31.33,20.6,1961,0.6360655737704918,0.029172932330827066,0.04586466165413534,21.803278688524593,1677.4342045077199,701.3701405424897
1961-06-01,65.62,1.94,3.03,29.8,3.88,674.1,19.93,31.13,20.33,1961,0.6402640264026402,0.029564157269125264,0.046174946662602856,21.65676567656766,1659.314551822436,693.7939367687098
1961-07-01,65.44,1.94667,3.03667,30.0,3.92,667.77,19.86,30.99,20.15,1961,0.6410541810601744,0.029747402200488996,0.04640388141809291,21.54992146002035,1658.850961959842,688.9760995339877
1961-08-01,67.79,1.95333,3.04333,29.9,4.04,694.06,20.0,31.16,20.94,1961,0.6418396953337299,0.02881442690662339,0.04489349461572503,22.274942250758215,1722.5337662199609,717.8184189665791
1961-09-01,67.26,1.96,3.05,30.0,3.98,686.34,20.0,31.12,20.71,1961,0.6426229508196721,0.029140648230746354,0.04534641688968183,22.052459016393446,1713.2026973902557,711.550186982753
1961-10-01,68.0,1.98,3.09667,30.0,3.92,693.89,20.2,31.6,20.92,1961,0.6393965130285113,0.02911764705882353,0.045539264705882355,21.959072164615538,1736.2118128126342,721.1066395881808
1961-11-01,71.08,2.0,3.14333,30.0,3.94,725.32,20.41,32.08,21.86,1961,0.6362679069649066,0.028137310073157007,0.04422242543612831,22.61296141353278,1819.0648618211194,755.5182726097049
1961-12-01,71.74,2.02,3.19,30.0,4.06,732.05,20.61,32.55,22.04,1961,0.6332288401253918,0.02815723445776415,0.04446612768330081,22.489028213166144,1840.2207465393542,764.3050167293452
1962-01-01,69.07,2.02667,3.25,30.0,4.08,704.81,20.68,33.16,21.2,1962,0.6235907692307693,0.029342261473867096,0.04705371362385986,21.25230769230769,1776.049866961351,737.6527114112812
1962-02-01,70.22,2.03333,3.31,30.1,4.04,714.16,20.68,33.66,21.45,1962,0.6142990936555891,0.028956565081173453,0.047137567644545714,21.214501510574017,1809.9634753151242,749.2406944327724
1962-03-01,70.29,2.04,3.37,30.1,3.93,714.87,20.75,34.27,21.44,1962,0.6053412462908012,0.029022620571916343,0.04794423104282259,20.857566765578635,1816.13529525309,751.7955408256977
1962-04-01,68.05,2.04667,3.40333,30.2,3.84,689.8,20.75,34.5,20.66,1962,0.6013727731368983,0.030075973548861136,0.0500121969140338,19.995122424213932,1762.6511572366735,727.2395171910249
1962-05-01,62.99,2.05333,3.43667,30.2,3.87,638.51,20.81,34.84,19.09,1962,0.5974766270837758,0.03259771392284489,0.05455897761549452,18.328789205830063,1636.0033333039903,674.986805727408
1962-06-01,55.63,2.06,3.47,30.2,3.91,563.9,20.88,35.17,16.83,1962,0.5936599423631124,0.03703037929174906,0.06237641560309186,16.03170028818444,1449.2904163422565,597.9522711133945
1962-07-01,56.97,2.06667,3.49,30.3,4.01,575.58,20.88,35.26,17.14,1962,0.5921690544412607,0.03627646129541864,0.06126031244514658,16.32378223495702,1488.6728361284156,612.173714130695
1962-08-01,58.52,2.07333,3.51,30.3,3.98,591.24,20.95,35.46,17.57,1962,0.5906923076923077,0.03542942583732057,0.0599794941900205,16.672364672364676,1533.6759229024929,630.6799339724442
1962-09-01,58.0,2.08,3.53,30.4,3.98,584.06,20.95,35.55,17.32,1962,0.5892351274787536,0.03586206896551724,0.06086206896551724,16.430594900849858,1524.5760119636682,624.8755627982667
1962-10-01,56.17,2.09667,3.57667,30.4,3.93,565.63,21.11,36.02,16.74,1962,0.5862072821926541,0.03732722093644294,0.06367580559017269,15.704551999485556,1481.029214380568,607.0271056309829
1962-11-01,60.04,2.11333,3.62333,30.4,3.92,604.6,21.28,36.49,17.85,1962,0.5832562863443296,0.035198700866089276,0.06034860093271153,16.570392429063872,1587.67603984901,650.7382715960089
