Date,YearKey,SP500,Dividend,Earnings,CPI,Rate10Y,CAPE,RealPrice,RealDiv,RealEarn,Payout,DivYield,PE,TRIndex,RealTRIndex
1871-01-01,1871,4.440000,0.260000,0.400000,12.460000,5.320000,,109.050000,6.390000,9.820000,0.650000,0.058559,11.100000,1.000000,1.000000
1871-02-01,1871,4.500000,0.260000,0.400000,12.840000,5.320000,,107.250000,6.200000,9.530000,0.650000,0.057778,11.250000,1.018393,0.988254
1871-03-01,1871,4.610000,0.260000,0.400000,13.030000,5.330000,,108.270000,6.110000,9.390000,0.650000,0.056399,11.525000,1.048191,1.002338
1871-04-01,1871,4.740000,0.260000,0.400000,12.560000,5.330000,,115.540000,6.340000,9.750000,0.650000,0.054852,11.850000,1.082676,1.074056
1871-05-01,1871,4.860000,0.260000,0.400000,12.270000,5.330000,,121.220000,6.480000,9.980000,0.650000,0.053498,12.150000,1.115034,1.132300
1871-06-01,1871,4.820000,0.260000,0.400000,12.080000,5.340000,,122.110000,6.590000,10.130000,0.650000,0.053942,12.050000,1.110828,1.145771
1871-07-01,1871,4.730000,0.260000,0.400000,12.080000,5.340000,,119.830000,6.590000,10.130000,0.650000,0.054968,11.825000,1.095080,1.129528
1871-08-01,1871,4.790000,0.260000,0.400000,11.890000,5.340000,,123.290000,6.690000,10.300000,0.650000,0.054280,11.975000,1.113987,1.167391
1871-09-01,1871,4.840000,0.260000,0.400000,12.180000,5.350000,,121.660000,6.540000,10.050000,0.650000,0.053719,12.100000,1.130654,1.156646
1871-10-01,1871,4.590000,0.260000,0.400000,12.370000,5.350000,,113.600000,6.430000,9.900000,0.650000,0.056645,11.475000,1.077314,1.085152
1871-11-01,1871,4.640000,0.260000,0.400000,12.370000,5.350000,,114.840000,6.430000,9.900000,0.650000,0.056034,11.600000,1.094135,1.102095
1871-12-01,1871,4.740000,0.260000,0.400000,12.650000,5.360000,,114.670000,6.290000,9.680000,0.650000,0.054852,11.850000,1.122825,1.105960
1872-01-01,1872,4.860000,0.263300,0.402500,12.650000,5.360000,,117.570000,6.370000,9.740000,0.654161,0.054177,12.074534,1.156383,1.139014
1872-02-01,1872,4.880000,0.266700,0.405000,12.650000,5.380000,,118.050000,6.450000,9.800000,0.658519,0.054652,12.049383,1.166362,1.148844
1872-03-01,1872,5.040000,0.270000,0.407500,12.840000,5.400000,,120.120000,6.430000,9.710000,0.662577,0.053571,12.368098,1.209916,1.174108
1872-04-01,1872,5.180000,0.273300,0.410000,13.130000,5.420000,,120.770000,6.370000,9.560000,0.666585,0.052761,12.634146,1.248926,1.185196
1872-05-01,1872,5.180000,0.276700,0.412500,13.130000,5.430000,,120.770000,6.450000,9.620000,0.670788,0.053417,12.557576,1.254417,1.190407
1872-06-01,1872,5.130000,0.280000,0.415000,13.030000,5.450000,,120.480000,6.580000,9.750000,0.674699,0.054581,12.361446,1.247893,1.193304
1872-07-01,1872,5.100000,0.283300,0.417500,12.840000,5.470000,,121.550000,6.750000,9.950000,0.678563,0.055549,12.215569,1.246271,1.209388
1872-08-01,1872,5.040000,0.286700,0.420000,12.940000,5.490000,,119.240000,6.780000,9.940000,0.682619,0.056885,12.000000,1.237378,1.191479
1872-09-01,1872,4.950000,0.290000,0.422500,13.030000,5.510000,,116.250000,6.810000,9.920000,0.686391,0.058586,11.715976,1.221148,1.167729
1872-10-01,1872,4.970000,0.293300,0.425000,12.750000,5.520000,,119.330000,7.040000,10.200000,0.690118,0.059014,11.694118,1.232044,1.204021
1872-11-01,1872,4.950000,0.296700,0.427500,13.130000,5.540000,,115.410000,6.920000,9.970000,0.694035,0.059939,11.578947,1.233145,1.170220
1872-12-01,1872,5.070000,0.300000,0.430000,12.940000,5.560000,,119.950000,7.100000,10.170000,0.697674,0.059172,11.790698,1.269199,1.222119
1873-01-01,1873,5.110000,0.302500,0.432500,12.940000,5.580000,,120.890000,7.160000,10.230000,0.699422,0.059198,11.815029,1.285470,1.237787
1873-02-01,1873,5.150000,0.305000,0.435000,13.230000,5.570000,,119.210000,7.060000,10.070000,0.701149,0.059223,11.839080,1.301874,1.226104
1873-03-01,1873,5.110000,0.307500,0.437500,13.230000,5.560000,,118.280000,7.120000,10.130000,0.702857,0.060176,11.680000,1.298188,1.222632
1873-04-01,1873,5.040000,0.310000,0.440000,13.230000,5.550000,,116.660000,7.180000,10.180000,0.704545,0.061508,11.454545,1.286914,1.212014
1873-05-01,1873,5.050000,0.312500,0.442500,12.940000,5.540000,,119.470000,7.390000,10.470000,0.706215,0.061881,11.412429,1.296064,1.247987
1873-06-01,1873,4.980000,0.315000,0.445000,12.560000,5.530000,,121.390000,7.680000,10.850000,0.707865,0.063253,11.191011,1.284782,1.274553
1873-07-01,1873,4.970000,0.317500,0.447500,12.560000,5.530000,,121.140000,7.740000,10.910000,0.709497,0.063883,11.106145,1.288975,1.278712
1873-08-01,1873,4.970000,0.320000,0.450000,12.560000,5.520000,,121.140000,7.800000,10.970000,0.711111,0.064386,11.044444,1.295837,1.285519
1873-09-01,1873,4.590000,0.322500,0.452500,12.560000,5.510000,,111.880000,7.860000,11.030000,0.712707,0.070261,10.143646,1.203711,1.194128
1873-10-01,1873,4.190000,0.325000,0.455000,12.270000,5.500000,,104.500000,8.110000,11.350000,0.714286,0.077566,9.208791,1.105861,1.122985
1873-11-01,1873,4.040000,0.327500,0.457500,11.890000,5.490000,,103.990000,8.430000,11.780000,0.715847,0.081064,8.830601,1.073419,1.124879
1873-12-01,1873,4.420000,0.330000,0.460000,12.180000,5.480000,,111.100000,8.300000,11.560000,0.717391,0.074661,9.608696,1.181636,1.208800
1874-01-01,1874,4.660000,0.330000,0.460000,12.370000,5.470000,,115.330000,8.170000,11.380000,0.717391,0.070815,10.130435,1.253149,1.262266
1874-02-01,1874,4.800000,0.330000,0.460000,12.370000,5.440000,,118.800000,8.170000,11.380000,0.717391,0.068750,10.434783,1.298192,1.307638
1874-03-01,1874,4.730000,0.330000,0.460000,12.370000,5.400000,,117.070000,8.170000,11.380000,0.717391,0.069767,10.282609,1.286698,1.296060
1874-04-01,1874,4.600000,0.330000,0.460000,12.180000,5.370000,,115.630000,8.300000,11.560000,0.717391,0.071739,10.000000,1.258815,1.287753
1874-05-01,1874,4.480000,0.330000,0.460000,12.080000,5.340000,,113.500000,8.360000,11.650000,0.717391,0.073661,9.739130,1.233502,1.272304
1874-06-01,1874,4.460000,0.330000,0.460000,11.800000,5.300000,,115.720000,8.560000,11.940000,0.717391,0.073991,9.695652,1.235567,1.304675
1874-07-01,1874,4.460000,0.330000,0.460000,11.890000,5.270000,,114.800000,8.490000,11.840000,0.717391,0.073991,9.695652,1.243185,1.302783
1874-08-01,1874,4.470000,0.330000,0.460000,11.800000,5.240000,,115.980000,8.560000,11.940000,0.717391,0.073826,9.717391,1.253638,1.323757
1874-09-01,1874,4.540000,0.330000,0.460000,11.800000,5.200000,,117.800000,8.560000,11.940000,0.717391,0.072687,9.869565,1.280983,1.352631
1874-10-01,1874,4.530000,0.330000,0.460000,11.610000,5.170000,,119.470000,8.700000,12.130000,0.717391,0.072848,9.847826,1.285920,1.380066
1874-11-01,1874,4.570000,0.330000,0.460000,11.510000,5.140000,,121.520000,8.770000,12.230000,0.717391,0.072210,9.934783,1.305081,1.412799
1874-12-01,1874,4.540000,0.330000,0.460000,11.510000,5.100000,,120.720000,8.770000,12.230000,0.717391,0.072687,9.869565,1.304367,1.412026
1875-01-01,1875,4.540000,0.327500,0.451700,11.510000,5.070000,,120.720000,8.710000,12.010000,0.725039,0.072137,10.050919,1.312268,1.420579
1875-02-01,1875,4.530000,0.325000,0.443300,11.510000,5.030000,,120.460000,8.640000,11.790000,0.733138,0.071744,10.218813,1.317266,1.425989
1875-03-01,1875,4.590000,0.322500,0.435000,11.510000,4.990000,,122.050000,8.580000,11.570000,0.741379,0.070261,10.551724,1.342589,1.453402
1875-04-01,1875,4.650000,0.320000,0.426700,11.610000,4.950000,,122.630000,8.440000,11.250000,0.749941,0.068817,10.897586,1.368000,1.468155
1875-05-01,1875,4.470000,0.317500,0.418300,11.320000,4.910000,,120.860000,8.580000,11.310000,0.759025,0.071029,10.686110,1.322891,1.456115
1875-06-01,1875,4.380000,0.315000,0.410000,11.130000,4.870000,,120.450000,8.660000,11.270000,0.768293,0.071918,10.682927,1.304086,1.459920
1875-07-01,1875,4.390000,0.312500,0.401700,11.130000,4.830000,,120.720000,8.590000,11.050000,0.777944,0.071185,10.928554,1.314878,1.472002
1875-08-01,1875,4.410000,0.310000,0.393300,11.230000,4.790000,,120.250000,8.450000,10.720000,0.788202,0.070295,11.212815,1.328669,1.474195
1875-09-01,1875,4.370000,0.307500,0.385000,11.130000,4.750000,,120.170000,8.460000,10.590000,0.798701,0.070366,11.350649,1.324401,1.482662
1875-10-01,1875,4.300000,0.305000,0.376700,11.130000,4.710000,,118.250000,8.390000,10.360000,0.809663,0.070930,11.414919,1.310952,1.467607
1875-11-01,1875,4.370000,0.302500,0.368300,11.040000,4.670000,,121.210000,8.390000,10.220000,0.821341,0.069222,11.865327,1.340042,1.512402
1875-12-01,1875,4.370000,0.300000,0.360000,10.940000,4.630000,,122.260000,8.390000,10.070000,0.833333,0.068650,12.138889,1.347772,1.535031
1876-01-01,1876,4.460000,0.300000,0.353300,10.850000,4.590000,,125.880000,8.470000,9.970000,0.849137,0.067265,12.623832,1.383240,1.588494
1876-02-01,1876,4.520000,0.300000,0.346700,10.850000,4.580000,,127.570000,8.470000,9.790000,0.865301,0.066372,13.037208,1.409602,1.618768
1876-03-01,1876,4.510000,0.300000,0.340000,10.850000,4.570000,,127.290000,8.470000,9.600000,0.882353,0.066519,13.264706,1.414280,1.624140
1876-04-01,1876,4.340000,0.300000,0.333300,10.750000,4.560000,,123.570000,8.540000,9.490000,0.900090,0.069124,13.021302,1.368809,1.586546
1876-05-01,1876,4.180000,0.300000,0.326700,10.370000,4.540000,,123.380000,8.860000,9.640000,0.918274,0.071770,12.794613,1.326231,1.593524
1876-06-01,1876,4.150000,0.300000,0.320000,10.090000,4.530000,,125.970000,9.110000,9.710000,0.937500,0.072289,12.968750,1.324645,1.635785
1876-07-01,1876,4.100000,0.300000,0.313300,10.090000,4.520000,,124.450000,9.110000,9.510000,0.957549,0.073171,13.086499,1.316665,1.625931
1876-08-01,1876,3.930000,0.300000,0.306700,10.180000,4.510000,,118.170000,9.020000,9.220000,0.978155,0.076336,12.813825,1.270100,1.554563
1876-09-01,1876,3.690000,0.300000,0.300000,10.280000,4.500000,,109.930000,8.940000,8.940000,1.000000,0.081301,12.300000,1.200616,1.455222
1876-10-01,1876,3.670000,0.300000,0.293300,10.470000,4.490000,,107.350000,8.770000,8.580000,1.022844,0.081744,12.512786,1.202243,1.430750
1876-11-01,1876,3.600000,0.300000,0.286700,10.560000,4.470000,,104.350000,8.700000,8.310000,1.046390,0.083333,12.556679,1.187502,1.401162
1876-12-01,1876,3.580000,0.300000,0.280000,10.750000,4.460000,,101.930000,8.540000,7.970000,1.071429,0.083799,12.785714,1.189151,1.378309
1877-01-01,1877,3.550000,0.290800,0.281700,10.940000,4.450000,,99.320000,8.140000,7.880000,1.032304,0.081915,12.602059,1.187490,1.352480
1877-02-01,1877,3.340000,0.281700,0.283300,10.660000,4.440000,,95.950000,8.090000,8.140000,0.994352,0.084341,11.789622,1.125350,1.315372
1877-03-01,1877,3.170000,0.272500,0.285000,10.180000,4.430000,,95.320000,8.190000,8.570000,0.956140,0.085962,11.122807,1.075982,1.316968
1877-04-01,1877,2.940000,0.263300,0.286700,10.470000,4.420000,,85.990000,7.700000,8.390000,0.918382,0.089558,10.254622,1.005621,1.196757
1877-05-01,1877,2.940000,0.254200,0.288300,10.660000,4.410000,,84.460000,7.300000,8.280000,0.881720,0.086463,10.197711,1.013126,1.184198
1877-06-01,1877,2.730000,0.245000,0.290000,10.090000,4.400000,,82.870000,7.440000,8.800000,0.844828,0.089744,9.413793,0.948060,1.170746
1877-07-01,1877,2.850000,0.235800,0.291700,10.180000,4.390000,,85.700000,7.090000,8.770000,0.808365,0.082737,9.770312,0.996823,1.220080
1877-08-01,1877,3.050000,0.226700,0.293300,9.800000,4.390000,,95.270000,7.080000,9.160000,0.772929,0.074328,10.398909,1.073649,1.365067
1877-09-01,1877,3.240000,0.217500,0.295000,9.700000,4.380000,,102.200000,6.860000,9.310000,0.737288,0.067130,10.983051,1.147182,1.473596
1877-10-01,1877,3.310000,0.208300,0.296700,9.700000,4.370000,,104.410000,6.570000,9.360000,0.702056,0.062931,11.156050,1.178384,1.513677
1877-11-01,1877,3.260000,0.199200,0.298300,9.510000,4.360000,,104.890000,6.410000,9.600000,0.667784,0.061104,10.928595,1.166763,1.528693
1877-12-01,1877,3.250000,0.190000,0.300000,9.510000,4.350000,,104.570000,6.110000,9.650000,0.633333,0.058462,10.833333,1.169126,1.531788
1878-01-01,1878,3.250000,0.189200,0.300800,9.230000,4.340000,,107.800000,6.280000,9.980000,0.628989,0.058215,10.804521,1.174821,1.585945
1878-02-01,1878,3.180000,0.188300,0.301700,9.130000,4.330000,,106.580000,6.310000,10.110000,0.624130,0.059214,10.540272,1.155217,1.576561
1878-03-01,1878,3.240000,0.187500,0.302500,8.940000,4.320000,,110.900000,6.420000,10.350000,0.619835,0.057870,10.710744,1.182714,1.648391
1878-04-01,1878,3.330000,0.186700,0.303300,8.850000,4.310000,,115.210000,6.460000,10.490000,0.615562,0.056066,10.979228,1.221271,1.719439
1878-05-01,1878,3.340000,0.185800,0.304200,8.560000,4.300000,,119.400000,6.640000,10.880000,0.610782,0.055629,10.979619,1.230644,1.791335
1878-06-01,1878,3.410000,0.185000,0.305000,8.370000,4.290000,,124.680000,6.760000,11.150000,0.606557,0.054252,11.180328,1.262141,1.878886
1878-07-01,1878,3.480000,0.184200,0.305800,8.470000,4.280000,,125.810000,6.660000,11.060000,0.602354,0.052931,11.379987,1.293756,1.903211
1878-08-01,1878,3.450000,0.183300,0.306700,8.560000,4.270000,,123.340000,6.550000,10.960000,0.597652,0.053130,11.248777,1.288310,1.875273
1878-09-01,1878,3.520000,0.182500,0.307500,8.560000,4.260000,,125.840000,6.520000,10.990000,0.593496,0.051847,11.447154,1.320153,1.921625
1878-10-01,1878,3.480000,0.181700,0.308300,8.470000,4.250000,,125.810000,6.570000,11.150000,0.589361,0.052213,11.287707,1.310855,1.928366
1878-11-01,1878,3.470000,0.180800,0.309200,8.370000,4.240000,,126.870000,6.610000,11.300000,0.584735,0.052104,11.222510,1.312792,1.954288
1878-12-01,1878,3.450000,0.180000,0.310000,8.180000,4.230000,,129.070000,6.730000,11.600000,0.580645,0.052174,11.129032,1.310926,1.996838
1879-01-01,1879,3.580000,0.181700,0.315800,8.280000,4.220000,,132.400000,6.720000,11.680000,0.575364,0.050754,11.336289,1.366023,2.055633
1879-02-01,1879,3.710000,0.183300,0.321700,8.370000,4.200000,,135.640000,6.700000,11.760000,0.569786,0.049407,11.532484,1.421404,2.115974
1879-03-01,1879,3.650000,0.185000,0.327500,8.280000,4.190000,,134.990000,6.840000,12.110000,0.564885,0.050685,11.145038,1.404269,2.113187
1879-04-01,1879,3.770000,0.186700,0.333300,8.180000,4.170000,,141.040000,6.980000,12.470000,0.560156,0.049523,11.311131,1.456368,2.218380
1879-05-01,1879,3.940000,0.188300,0.339200,8.180000,4.150000,,147.400000,7.040000,12.690000,0.555130,0.047792,11.615566,1.528050,2.327568
1879-06-01,1879,3.960000,0.190000,0.345000,8.090000,4.140000,,149.900000,7.190000,13.060000,0.550725,0.047980,11.478261,1.541892,2.374781
1879-07-01,1879,4.040000,0.191700,0.350800,8.180000,4.120000,,151.150000,7.170000,13.120000,0.546465,0.047450,11.516534,1.579207,2.405491
1879-08-01,1879,4.070000,0.193300,0.356700,8.180000,4.100000,,152.270000,7.230000,13.350000,0.541912,0.047494,11.410149,1.597178,2.432865
1879-09-01,1879,4.220000,0.195000,0.362500,8.470000,4.090000,,152.560000,7.050000,13.100000,0.537931,0.046209,11.641379,1.662363,2.445460
1879-10-01,1879,4.680000,0.196700,0.368300,8.940000,4.070000,,160.190000,6.730000,12.610000,0.534075,0.042030,12.707032,1.849970,2.578370
1879-11-01,1879,4.930000,0.198300,0.374200,9.420000,4.050000,,160.220000,6.440000,12.160000,0.529931,0.040223,13.174773,1.955273,2.586274
1879-12-01,1879,4.920000,0.200000,0.380000,9.700000,4.040000,,155.200000,6.310000,11.990000,0.526316,0.040650,12.947368,1.957861,2.514943
1880-01-01,1880,5.110000,0.205000,0.389200,9.990000,4.020000,,156.580000,6.280000,11.930000,0.526721,0.040117,13.129496,2.040102,2.544511
1880-02-01,1880,5.200000,0.210000,0.398300,9.990000,3.990000,,159.340000,6.430000,12.200000,0.527241,0.040385,13.055486,2.082853,2.597833
1880-03-01,1880,5.300000,0.215000,0.407500,10.090000,3.970000,,160.870000,6.530000,12.370000,0.527607,0.040566,13.006135,2.129918,2.630205
1880-04-01,1880,5.180000,0.220000,0.416700,9.700000,3.940000,,163.400000,6.940000,13.140000,0.527958,0.042471,12.431006,2.088893,2.683259
1880-05-01,1880,4.770000,0.225000,0.425800,9.420000,3.910000,,155.020000,7.310000,13.840000,0.528417,0.047170,11.202442,1.930949,2.554101
1880-06-01,1880,4.790000,0.230000,0.435000,9.230000,3.890000,,158.880000,7.630000,14.430000,0.528736,0.048017,11.011494,1.946636,2.627853
1880-07-01,1880,5.010000,0.235000,0.444200,9.230000,3.860000,,166.180000,7.790000,14.730000,0.529041,0.046906,11.278703,2.043832,2.759063
1880-08-01,1880,5.190000,0.240000,0.453300,9.230000,3.830000,,172.150000,7.960000,15.040000,0.529451,0.046243,11.449371,2.125252,2.868975
1880-09-01,1880,5.180000,0.245000,0.462500,9.320000,3.810000,,170.070000,8.040000,15.180000,0.529730,0.047297,11.200000,2.129347,2.846745
1880-10-01,1880,5.330000,0.250000,0.471700,9.320000,3.780000,,174.990000,8.210000,15.490000,0.529998,0.046904,11.299555,2.199400,2.940400
1880-11-01,1880,5.610000,0.255000,0.480800,9.420000,3.750000,,182.320000,8.290000,15.630000,0.530366,0.045455,11.668053,2.323538,3.073384
1880-12-01,1880,5.840000,0.260000,0.490000,9.510000,3.730000,,187.900000,8.370000,15.770000,0.530612,0.044521,11.918367,2.427600,3.180641
1881-01-01,1881,6.190000,0.265000,0.485800,9.420000,3.700000,18.470000,201.170000,8.610000,15.790000,0.545492,0.042811,12.741869,2.582096,3.415384
1881-02-01,1881,6.170000,0.270000,0.481700,9.510000,3.690000,18.150000,198.520000,8.690000,15.500000,0.560515,0.043760,12.808802,2.582965,3.384201
1881-03-01,1881,6.240000,0.275000,0.477500,9.510000,3.690000,18.270000,200.770000,8.850000,15.360000,0.575916,0.044071,13.068063,2.621689,3.434936
1881-04-01,1881,6.220000,0.280000,0.473300,9.610000,3.680000,17.950000,198.150000,8.920000,15.080000,0.591591,0.045016,13.141771,2.622914,3.400782
1881-05-01,1881,6.500000,0.285000,0.469200,9.510000,3.670000,18.870000,209.130000,9.170000,15.100000,0.607417,0.043846,13.853367,2.750827,3.604133
1881-06-01,1881,6.580000,0.290000,0.465000,9.510000,3.670000,19.030000,211.710000,9.330000,14.960000,0.623656,0.044073,14.150538,2.794734,3.661661
1881-07-01,1881,6.350000,0.295000,0.460800,9.610000,3.660000,18.120000,202.290000,9.400000,14.680000,0.640191,0.046457,13.780382,2.707311,3.510207
1881-08-01,1881,6.200000,0.300000,0.456700,9.800000,3.650000,17.290000,193.670000,9.370000,14.270000,0.656886,0.048387,13.575651,2.653839,3.374167
1881-09-01,1881,6.250000,0.305000,0.452500,10.180000,3.650000,16.720000,187.940000,9.170000,13.610000,0.674033,0.048800,13.812155,2.685942,3.287509
1881-10-01,1881,6.150000,0.310000,0.448300,10.280000,3.640000,16.260000,183.220000,9.240000,13.360000,0.691501,0.050407,13.718492,2.653890,3.216680
1881-11-01,1881,6.190000,0.315000,0.444200,10.180000,3.630000,16.480000,186.130000,9.470000,13.360000,0.709140,0.050889,13.935164,2.682299,3.283050
1881-12-01,1881,6.010000,0.320000,0.440000,10.180000,3.630000,15.960000,180.720000,9.620000,13.230000,0.727273,0.053245,13.659091,2.615675,3.201504
1882-01-01,1882,5.920000,0.320000,0.439200,10.180000,3.620000,15.680000,178.010000,9.620000,13.210000,0.728597,0.054054,13.479053,2.588111,3.167766
1882-02-01,1882,5.790000,0.320000,0.438300,10.280000,3.620000,15.150000,172.490000,9.530000,13.060000,0.730094,0.055268,13.210130,2.542935,3.082196
1882-03-01,1882,5.780000,0.320000,0.437500,10.280000,3.620000,15.090000,172.190000,9.530000,13.030000,0.731429,0.055363,13.211429,2.550255,3.091068
1882-04-01,1882,5.780000,0.320000,0.436700,10.370000,3.620000,14.920000,170.610000,9.450000,12.890000,0.732768,0.055363,13.235631,2.562021,3.078378
1882-05-01,1882,5.710000,0.320000,0.435800,10.470000,3.620000,14.570000,167.020000,9.360000,12.750000,0.734282,0.056042,13.102341,2.542813,3.026118
1882-06-01,1882,5.680000,0.320000,0.435000,10.560000,3.620000,14.330000,164.640000,9.280000,12.610000,0.735632,0.056338,13.057471,2.541329,2.998576
1882-07-01,1882,6.000000,0.320000,0.434200,10.470000,3.620000,15.240000,175.500000,9.360000,12.700000,0.736988,0.053333,13.818517,2.696434,3.208936
1882-08-01,1882,6.180000,0.320000,0.433300,10.560000,3.630000,15.530000,179.130000,9.280000,12.560000,0.738518,0.051780,14.262636,2.789311,3.291175
1882-09-01,1882,6.240000,0.320000,0.432500,10.280000,3.630000,16.080000,185.900000,9.530000,12.880000,0.739884,0.051282,14.427746,2.828427,3.428230
1882-10-01,1882,6.070000,0.320000,0.431700,10.180000,3.630000,15.760000,182.520000,9.620000,12.980000,0.741256,0.052718,14.060690,2.763458,3.382386
1882-11-01,1882,5.810000,0.320000,0.430800,10.090000,3.630000,15.190000,176.350000,9.710000,13.080000,0.742804,0.055077,13.486537,2.657230,3.281376
1882-12-01,1882,5.840000,0.320000,0.430000,9.990000,3.630000,15.380000,178.950000,9.810000,13.180000,0.744186,0.054795,13.581395,2.683146,3.346547
1883-01-01,1883,5.810000,0.320800,0.427500,9.990000,3.630000,15.270000,178.030000,9.830000,13.100000,0.750409,0.055215,13.590643,2.681615,3.344637
1883-02-01,1883,5.680000,0.321700,0.425000,10.090000,3.630000,14.760000,172.410000,9.760000,12.900000,0.756941,0.056637,13.364706,2.633952,3.252631
1883-03-01,1883,5.750000,0.322500,0.422500,9.990000,3.630000,15.050000,176.190000,9.880000,12.950000,0.763314,0.056087,13.609467,2.678844,3.341181
1883-04-01,1883,5.870000,0.323300,0.420000,9.900000,3.630000,15.480000,181.600000,10.000000,12.990000,0.769762,0.055077,13.976190,2.747271,3.457677
1883-05-01,1883,5.770000,0.324200,0.417500,9.800000,3.630000,15.340000,180.240000,10.130000,13.040000,0.776527,0.056187,13.820359,2.713079,3.449486
1883-06-01,1883,5.820000,0.325000,0.415000,9.510000,3.630000,15.900000,187.260000,10.460000,13.350000,0.783133,0.055842,14.024096,2.749292,3.602122
1883-07-01,1883,5.730000,0.325800,0.412500,9.320000,3.620000,15.950000,188.120000,10.700000,13.540000,0.789818,0.056859,13.890909,2.719571,3.635822
1883-08-01,1883,5.470000,0.326700,0.410000,9.320000,3.620000,15.200000,179.590000,10.730000,13.460000,0.796829,0.059726,13.341463,2.609056,3.488073
1883-09-01,1883,5.530000,0.327500,0.407500,9.230000,3.620000,15.490000,183.430000,10.860000,13.520000,0.803681,0.059222,13.570552,2.650660,3.578248
1883-10-01,1883,5.380000,0.328300,0.405000,9.230000,3.620000,15.050000,178.450000,10.890000,13.430000,0.810617,0.061022,13.283951,2.591843,3.498848
1883-11-01,1883,5.460000,0.329200,0.402500,9.130000,3.620000,15.410000,182.990000,11.030000,13.490000,0.817888,0.060293,13.565217,2.643564,3.607755
1883-12-01,1883,5.340000,0.330000,0.400000,9.230000,3.620000,14.900000,177.130000,10.950000,13.270000,0.825000,0.061798,13.350000,2.598746,3.508166
1884-01-01,1884,5.180000,0.328300,0.392500,9.230000,3.620000,14.430000,171.820000,10.890000,13.020000,0.836433,0.063378,13.197452,2.534264,3.421119
1884-02-01,1884,5.320000,0.326700,0.385000,9.230000,3.610000,14.810000,176.460000,10.840000,12.770000,0.848571,0.061410,13.818182,2.616142,3.531650
1884-03-01,1884,5.300000,0.325000,0.377500,9.230000,3.600000,14.740000,175.800000,10.780000,12.520000,0.860927,0.061321,14.039735,2.619695,3.536446
1884-04-01,1884,5.060000,0.323300,0.370000,9.040000,3.590000,14.350000,171.370000,10.950000,12.530000,0.873784,0.063893,13.675676,2.514454,3.465719
1884-05-01,1884,4.650000,0.321700,0.362500,8.850000,3.590000,13.470000,160.870000,11.130000,12.540000,0.887448,0.069183,12.827586,2.324102,3.272125
1884-06-01,1884,4.460000,0.320000,0.355000,8.850000,3.580000,12.910000,154.300000,11.070000,12.280000,0.901408,0.071749,12.563380,2.242538,3.157290
1884-07-01,1884,4.460000,0.318300,0.347500,8.750000,3.570000,13.040000,155.980000,11.130000,12.150000,0.915971,0.071368,12.834532,2.255946,3.212467
1884-08-01,1884,4.740000,0.316700,0.340000,8.750000,3.560000,13.860000,165.770000,11.080000,11.890000,0.931471,0.066814,13.941176,2.410992,3.433252
1884-09-01,1884,4.590000,0.315000,0.332500,8.660000,3.550000,13.570000,162.290000,11.140000,11.760000,0.947368,0.068627,13.804511,2.348118,3.378471
1884-10-01,1884,4.440000,0.313300,0.325000,8.560000,3.540000,13.270000,158.730000,11.200000,11.620000,0.964000,0.070563,13.661538,2.284811,3.325788
1884-11-01,1884,4.350000,0.311700,0.317500,8.370000,3.540000,13.300000,159.040000,11.400000,11.610000,0.981732,0.071655,13.700787,2.251933,3.352340
1884-12-01,1884,4.340000,0.310000,0.310000,8.280000,3.530000,13.430000,160.500000,11.460000,11.460000,1.000000,0.071429,14.000000,2.260203,3.401223
1885-01-01,1885,4.240000,0.304200,0.306700,8.280000,3.520000,13.130000,156.800000,11.250000,11.340000,0.991849,0.071745,13.824584,2.221578,3.343099
1885-02-01,1885,4.370000,0.298300,0.303300,8.370000,3.510000,13.380000,159.780000,10.910000,11.090000,0.983515,0.068261,14.408177,2.302975,3.428323
1885-03-01,1885,4.380000,0.292500,0.300000,8.180000,3.500000,13.730000,163.870000,10.940000,11.220000,0.975000,0.066781,14.600000,2.321345,3.535936
1885-04-01,1885,4.370000,0.286700,0.296700,8.280000,3.480000,13.550000,161.610000,10.600000,10.970000,0.966296,0.065606,14.728682,2.328964,3.504696
1885-05-01,1885,4.320000,0.280800,0.293300,8.090000,3.470000,13.710000,163.520000,10.630000,11.100000,0.957382,0.065000,14.728946,2.315049,3.565577
1885-06-01,1885,4.300000,0.275000,0.290000,7.900000,3.460000,13.980000,166.690000,10.660000,11.240000,0.948276,0.063953,14.827586,2.316871,3.654205
1885-07-01,1885,4.460000,0.269200,0.286700,7.990000,3.440000,14.330000,170.830000,10.310000,10.980000,0.938961,0.060359,15.556331,2.415428,3.766738
1885-08-01,1885,4.710000,0.263300,0.283300,7.990000,3.430000,15.130000,180.410000,10.090000,10.850000,0.929403,0.055902,16.625485,2.562971,3.996824
1885-09-01,1885,4.650000,0.257500,0.280000,7.900000,3.420000,15.120000,180.260000,9.980000,10.850000,0.919643,0.055376,16.607143,2.542262,4.009694
1885-10-01,1885,4.920000,0.251700,0.276700,7.900000,3.410000,15.990000,190.720000,9.760000,10.730000,0.909649,0.051159,17.780990,2.701609,4.261018
1885-11-01,1885,5.240000,0.245800,0.273300,7.990000,3.400000,16.820000,200.710000,9.410000,10.470000,0.899378,0.046908,19.173070,2.888841,4.505001
